id,entity_name,semantic_name
C3642483,Strongly Agree,Finding;
C3642550,EXCISION OF BONE TISSUE,Therapeutic or Preventive Procedure;
C3644850,Opticlear,Pharmacologic Substance;Inorganic Chemical;
C3645627,Primitive,Intellectual Product;
C3645702,Simple type reference set,Intellectual Product;
C3647115,Hyperpigmented papule,Finding;
C3651723,methanolamine,Organic Chemical;Pharmacologic Substance;
C3651928,Soft-Tuch,Organic Chemical;Pharmacologic Substance;
C3653277,mold fungus and yeast fungus allergenic extracts,Pharmacologic Substance;
C3653432,"Fatty acid derivatives, antiepileptics",Organic Chemical;Pharmacologic Substance;
C3653518,CALCIUM HOMEOSTASIS (substance),Pharmacologic Substance;
C3653708,CORTICOSTEROIDS FOR SYSTEMIC USE,Organic Chemical;Pharmacologic Substance;Hormone;
C3653755,STOMATOLOGICAL PREPARATIONS,Pharmacologic Substance;
C3654004,IODINE THERAPY DRUGS,Pharmacologic Substance;
C3654009,RENAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,"Indicator, Reagent, or Diagnostic Aid;"
C3654028,"Secondary and tertiary amines, ganglion-blocking antiadrenergic",Organic Chemical;Pharmacologic Substance;
C3657270,nivolumab,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;Immunologic Factor;"
C3658215,Pragmatic Clinical Trials as Topic,Intellectual Product;
C3658255,Trichomes,"Body Part, Organ, or Organ Component;"
C3658278,Enslavement,Social Behavior;
C3658302,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum,Disease or Syndrome;
C3658308,Patient Care Bundles,Therapeutic or Preventive Procedure;
C3658313,Cell- and Tissue-Based Therapy,Therapeutic or Preventive Procedure;
C3658342,Patient Harm,Qualitative Concept;
C3658350,Superficial Back Muscles,"Body Part, Organ, or Organ Component;"
C3658553,BI 653048 BS H3PO4,Organic Chemical;
C3658622,NeoForm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C3658706,pembrolizumab,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;Immunologic Factor;"
C3661477,CRISPR-Cas Loci,Gene or Genome;
C3661481,Radial Glial Cells,Embryonic Structure;
C3661517,Neutrophil Band Cells,Cell;
C3661529,Mechanobiology,Biomedical Occupation or Discipline;
C3661726,Insoluble fiber (substance),Food;
C3661865,Grain specimen,Substance;
C3662519,Genus Giardia cyst,Eukaryote;
C3662717,Genus Strongyloides larva,Eukaryote;
C3665330,Feline hyperesthesia syndrome,Disease or Syndrome;
C3665347,Visual Impairment,Finding;
C3665386,Abnormal vision,Finding;
C3665415,Scapular part of pectoral girdle,Body Location or Region;
C3665421,Structure of subregion of lower limb,Body Location or Region;
C3665438,Juxtapapillary focal retinitis AND retinochoroiditis,Disease or Syndrome;
C3665596,Warts,Disease or Syndrome;
C3665620,Microcystic Change,Finding;
C3665704,Congenital reticular ichthyosiform erythroderma,Disease or Syndrome;
C3665732,Metastatic Dermatofibrosarcoma Protuberans,Neoplastic Process;
C3668842,Zosterops cinereus (organism),Bird;
C3668885,Cuffing (morphologic abnormality),Pathologic Function;
C3668932,Grower pig for meat production,Mammal;
C3668991,Feral pig (organism),Mammal;
C3669028,Hindlimb lameness of quadruped,Finding;
C3669046,Middle region of body,Body Location or Region;
C3669048,Round cell tumor,Neoplastic Process;
C3669124,Structure of omental adipose tissue (body structure),"Body Part, Organ, or Organ Component;"
C3669169,Date recorded,Finding;
C3669210,Condor (organism),Bird;
C3669677,Young chicken,Bird;
C3669956,Inflammation of superficial digital flexor tendon of equine limb,Disease or Syndrome;
C3670030,Subepidermal bullous disease,Disease or Syndrome;
C3670113,Photosensitization secondary to liver disease,Sign or Symptom;
C3670462,Pustular dermatitis,Sign or Symptom;
C3670463,Linear granuloma of skin,Finding;
C3670468,Perianal gland hyperplasia,Sign or Symptom;
C3670469,Histiocytic nodule of skin,Acquired Abnormality;
C3670492,Finding of territory marking behavior,Finding;
C3670500,Neuronal degeneration,Finding;
C3670526,Lymph node draining externally,Finding;
C3670528,Oral mucosa dark red,Finding;
C3670547,Nuclear hyperchromasia,Cell or Molecular Dysfunction;
C3670571,Hyperplasia of pituitary gland,Disease or Syndrome;
C3670573,Perivascular edema,Pathologic Function;
C3670581,Degenerative change in neutrophil,Finding;
C3670620,Perifollicular plasma cell infiltration,Finding;
C3670625,Adrenocorticotropic hormone stimulation test finding,Finding;
C3670629,Orthokeratotic hyperkeratosis,Disease or Syndrome;
C3670641,Periosteal thickening,Finding;
C3670678,Congenital concavity of sternum,Congenital Abnormality;
C3670693,Papulonodular dermatitis,Disease or Syndrome;
C3670712,Non-human mammary gland cold,Finding;
C3670721,Widened joint space,Finding;
C3670725,Atrophy of hair follicle,Finding;
C3670748,Ulcer of nail bed,Disease or Syndrome;
C3670750,Superficial pyoderma,Disease or Syndrome;
C3670751,Rupture of hair follicle,Finding;
C3670757,Crust on skin of perineum,Finding;
C3670767,Sebaceous adenitis,Disease or Syndrome;
C3670773,Adenocarcinoma of anal sac,Neoplastic Process;
C3670774,Perianal gland adenoma,Neoplastic Process;
C3670782,Choppy gait,Finding;
C3670797,Diaphyseal bone pain,Sign or Symptom;
C3670803,Cartilage lesion,Finding;
C3670821,Open physis,Finding;
C3670825,Sclerosis of subchondral bone of joint,Finding;
C3670830,Mass of small intestine,Finding;
C3670851,Lymphocytic plasmacytic dermatitis,Disease or Syndrome;
C3670906,Lymphocytic infiltration of stomach,Finding;
C3671044,Cold-mediated vasculitis,Disease or Syndrome;
C3671258,Pancreatic periductular fibrosis,Disease or Syndrome;
C3671268,Necrosis of colon,Disease or Syndrome;
C3671270,Lymphocytic enteritis,Disease or Syndrome;
C3671543,Multifocal splenic necrosis,Disease or Syndrome;
C3671774,Eosinophilic proctitis,Disease or Syndrome;
C3671776,Third eyelid thickened,Finding;
C3671895,Drug-induced renal disease,Disease or Syndrome;
C3671902,Retinal blood vessel tortuosity,Finding;
C3671913,Scab on penis,Finding;
C3671937,Scalloped lung borders,Finding;
C3671942,Circumscribed pulmonary nodules,Finding;
C3671944,Abnormal mixed pattern,Finding;
C3671963,Peribronchiolar nodules,Finding;
C3671966,Abnormal pulmonary interstitial pattern,Finding;
C3671968,Canine acanthomatous ameloblastoma,Disease or Syndrome;
C3672000,Bronchial hypertrophy,Finding;
C3672019,Nose rubbing,Finding;
C3672028,Hepatocellular degeneration,Disease or Syndrome;
C3672032,Perivenular hepatic necrosis,Disease or Syndrome;
C3672037,Necrosis of nasal mucosa,Finding;
C3672063,Edema of pinna,Finding;
C3672117,Panthera onca onca,Mammal;
C3672283,Centrilobular hepatitis,Disease or Syndrome;
C3672440,Bile duct hyperplasia,Disease or Syndrome;
C3673794,Diuca speculifera speculifera,Bird;
C3674138,Icterus pustulatus pustuloides,Bird;
C3676001,Atalotriccus pilaris pilaris,Bird;
C3676032,Urochroa bougueri bougueri,Bird;
C3677833,Leptotila cassini cassini,Bird;
C3679590,Asthenes humilis humilis,Bird;
C3680420,Picus canus canus,Bird;
C3681813,Megascops trichopsis trichopsis,Bird;
C3682097,Colius striatus striatus,Bird;
C3682573,Aceros corrugatus corrugatus,Bird;
C3683350,Amazona xantholora,Bird;
C3683492,Cyanosis of tongue,Sign or Symptom;
C3683604,Pinarornis plumosus,Bird;
C3683670,Sporophila bouvronides,Bird;
C3683944,Sturnus vulgaris vulgaris,Bird;
C3683989,Phyllastrephus baumanni,Bird;
C3684578,Pardirallus nigricans,Bird;
C3684806,Prinia melanops,Bird;
C3684842,Cisticola bulliens,Bird;
C3685022,Chalcopsitta sintillata,Bird;
C3685132,Melanocorypha yeltoniensis,Bird;
C3686230,Indicator archipelagicus,Bird;
C3686472,Biliary epithelial cell,Cell;
C3686473,Blood vessel of heart,"Body Part, Organ, or Organ Component;"
C3686476,Serocellular crusting,Finding;
C3686488,Atypical round cell population,Cell or Molecular Dysfunction;
C3686522,Frondose,Qualitative Concept;
C3686524,Gastric parasitism,Disease or Syndrome;
C3686533,Lymphoid cuffing,Pathologic Function;
C3686534,Perivascular cuffing,Pathologic Function;
C3686582,Cholesterol cleft,Finding;
C3686588,Crush artifact,Finding;
C3686591,Tentacle,"Body Part, Organ, or Organ Component;"
C3686611,Structure of branchial lamella,"Body Part, Organ, or Organ Component;"
C3686612,Structure of blood vessel of dermis,"Body Part, Organ, or Organ Component;"
C3686613,Intestinal crypt of Lieberkühn,"Body Part, Organ, or Organ Component;"
C3686616,Structure of mesenteric adipose tissue,Tissue;
C3686617,Structure of peripancreatic adipose tissue,Tissue;
C3686622,Excessive grooming,Finding;
C3686623,Microsplenia,Finding;
C3686626,Epidermitis,Disease or Syndrome;
C3686651,Meningeal vascular structure,"Body Part, Organ, or Organ Component;"
C3686668,Structure of reduced metacarpal bone,"Body Part, Organ, or Organ Component;"
C3686728,Structure of region ventral to tail,"Body Part, Organ, or Organ Component;"
C3686730,Region of tail,"Body Part, Organ, or Organ Component;"
C3686749,Physiologic leukocytosis,Disease or Syndrome;
C3686764,Impression smear procedure,Laboratory Procedure;
C3686773,Locally extensive to diffuse,Spatial Concept;
C3686778,Biliary hyperplasia,Disease or Syndrome;
C3686782,Tubulonephritis,Disease or Syndrome;
C3686799,Pneumocyte hyperplasia,Pathologic Function;
C3686811,Bile staining,Finding;
C3686814,Retained squames,Finding;
C3686820,Passive,Qualitative Concept;
C3686827,Collagen degeneration,Pathologic Function;
C3686834,Abnormal material,Anatomical Abnormality;
C3686837,No fungal growth,Laboratory or Test Result;
C3686869,Microthrombosis,Finding;
C3686923,Epicarditis,Disease or Syndrome;
C3686927,Exudative pneumonia,Disease or Syndrome;
C3686944,Bronchointerstitial pneumonia,Disease or Syndrome;
C3687006,Gastric granuloma,Disease or Syndrome;
C3687168,Spectaculitis,Disease or Syndrome;
C3687186,Polyoma virus positive,Laboratory or Test Result;
C3687188,Polyoma virus negative,Laboratory or Test Result;
C3687217,Regrowth of horn,Finding;
C3687225,Human herpesvirus 1 positive,Laboratory or Test Result;
C3687252,Eosinophilic inflammation,Finding;
C3687355,Pre-ovulatory follicle identified,Finding;
C3687360,Poor body condition,Finding;
C3687389,Overgrown horn,Disease or Syndrome;
C3687411,Blunted choanal papillae,Finding;
C3687422,Finding of acid fast organisms,Laboratory or Test Result;
C3687536,Martin,Bird;
C3687537,Buzzard,Bird;
C3687546,Pasteurized milk,Food;
C3687548,Has physiologic state,Idea or Concept;
C3687568,Physically growing,Finding;
C3687582,Produces milk for human food,Organism Attribute;
C3687616,Locates,Activity;
C3687625,Demonstrates,Activity;
C3687631,Growing horse,Mammal;
C3687644,Growing dog,Mammal;
C3687645,Male dog,Mammal;
C3687668,Physiological finding,Finding;
C3687689,Amazona autumnalis autumnalis,Bird;
C3687743,Oral epithelium,"Body Part, Organ, or Organ Component;"
C3687793,Whole body specimen,Substance;
C3693482,Giant Cell Fibroblastoma,Neoplastic Process;
C3695318,Chronic kidney disease due to hypertension,Disease or Syndrome;
C3695962,Zea mays subsp. mays whole extract,Organic Chemical;Pharmacologic Substance;
C3696393,D-Cal,Organic Chemical;Pharmacologic Substance;
C3696930,Spindle torus,Finding;
C3696967,Overwhelming infection in asplenic patient,Disease or Syndrome;
C3697021,Multifocal nodular oncocytic hyperplasia of salivary gland,Disease or Syndrome;
C3697137,Fibrous dysplasia of bone with intramuscular myxoma,Disease or Syndrome;
C3697248,Short lower third of face,Finding;
C3697503,Order Amoebida trophozoite,Eukaryote;
C3697532,Mesial inclination of tooth,Anatomical Abnormality;
C3697772,Adenomyomatosis,Pathologic Function;
C3697833,Lymphangitic spread,Functional Concept;
C3697936,Sialadenoma papilliferum,Neoplastic Process;
C3697962,Genus Entamoeba trophozoite,Eukaryote;
C3698017,Single tooth macrodontia,Congenital Abnormality;
C3698114,Lichenoid inflammation,Pathologic Function;
C3698144,Oral lichenoid mucositis,Disease or Syndrome;
C3698298,Intracortical lipoma,Neoplastic Process;
C3698366,Bone fragment,Finding;
C3698424,Impinging overbite,Anatomical Abnormality;
C3698592,Patient's home,Manufactured Object;
C3700965,Rovera,Organic Chemical;Pharmacologic Substance;
C3710601,N'-((E)-(2-hydroxynaphthalen-1-yl)methylidene)-3-(2-methyl-1H-benzimidazol-1-yl)propanehydrazide,Organic Chemical;
C3710967,"latent Orf73 antigen, human herpesvirus 8","Amino Acid, Peptide, or Protein;Immunologic Factor;"
C3714292,Ground food,Food;
C3714296,Thin fluid,Food;
C3714496,Chronic obstructive pulmonary disease of horses,Disease or Syndrome;
C3714506,Meckel syndrome type 1,Disease or Syndrome;
C3714514,Infection,Pathologic Function;
C3714524,Fibromyxosarcoma,Neoplastic Process;
C3714534,dowling-degos disease,Disease or Syndrome;
C3714542,"Lymphoma, Diffuse",Neoplastic Process;
C3714552,Weakness,Sign or Symptom;
C3714578,Fix,Phenomenon or Process;
C3714581,Multicystic Dysplastic Kidney,Disease or Syndrome;
C3714605,Pain Perception,Organism Function;
C3714606,Neural,Functional Concept;
C3714618,Primary Hyperthyroidism,Disease or Syndrome;
C3714634,Biological Processes,Biologic Function;
C3714636,Pneumonitis,Disease or Syndrome;
C3714644,Thymus Neoplasms,Neoplastic Process;
C3714653,Vasculature,Anatomical Structure;
C3714701,Iron Drug Class,Pharmacologic Substance;
C3714713,vegetative cell differentiation,Cell Function;
C3714733,Intraretinal microvascular abnormality,Disease or Syndrome;
C3714739,Mesothelial Neoplasms,Neoplastic Process;
C3714779,Equus asinus (female) X Equus caballus (male) intragenus hybrid,Mammal;
C3714787,Central Nervous System,Body System;
C3714800,SCID-Repopulating Cell,Cell;
C3714811,Resolved,Qualitative Concept;
C3715290,Hoffmania,Eukaryote;
C3716210,Holocola,Eukaryote;
C3717874,Plagiostoma imperceptibile,Fungus;
C3718358,Looseria,Plant;
C3718622,Corchorus pseudocapsularis,Plant;
C3726561,Ceropria,Eukaryote;
C3738571,Pedicularis filicula,Plant;
C3740763,Metatrichia floriformis,Eukaryote;
C3740772,Reticularia,Eukaryote;
C3741596,Cratera,Eukaryote;
C3741778,Petrosia weinbergi,Eukaryote;
C3741894,Chromis fieldi,Fish;
C3747426,Echinoderma,Fungus;
C3749927,Multilamina,Eukaryote;
C3751822,Tumidella tumida,Plant;
C3753021,Apocryptes,Fish;
C3753064,Silhouettea,Fish;
C3753215,Lensia havock,Eukaryote;
C3753401,Tormus,Eukaryote;
C3754966,Barea,Eukaryote;
C3755221,Guestia,Eukaryote;
C3755363,Meritastis,Eukaryote;
C3755392,Mixocera,Eukaryote;
C3755614,Somatina,Eukaryote;
C3761714,Scieropepla polyxesta,Eukaryote;
C3761787,Scopula innocens,Eukaryote;
C3765804,Perineura,Eukaryote;
C3768177,Bifascioides,Eukaryote;
C3771002,Notionotus,Eukaryote;
C3773804,Roundia,Eukaryote;
C3776205,Lamella lamellifrons,Eukaryote;
C3783471,Cales noyesi,Eukaryote;
C3789084,Tricholemma,Plant;
C3801085,Enorma,Bacterium;
C3805083,Portal fibrosis,Disease or Syndrome;
C3805222,Pulmonary vein obstruction,Disease or Syndrome;
C3805278,Extrahepatic Cholangiocarcinoma,Neoplastic Process;
C3805291,Tissue specimen from cerebrum,Tissue;
C3805292,Tissue specimen from cerebellum,Tissue;
C3805294,Microvesicular steatosis of liver (disorder),Disease or Syndrome;
C3805721,Discoid rash,Finding;
C3805742,Sebaceous gland tumors,Neoplastic Process;
C3805765,Quadriceps aplasia,Finding;
C3805875,Blisters in sun-exposed areas,Finding;
C3806038,Megakaryocytes with hypolobulated nuclei or separated nuclei,Finding;
C3806178,Spotty hypopigmentation,Finding;
C3806221,Giant melanosomes in melanocytes,Finding;
C3806322,Dermal melanocytosis,Disease or Syndrome;
C3806332,Occult alveolar hemorrhage,Finding;
C3806333,Ground-glass opacities seen on CT,Finding;
C3806393,Thickened granular layer,Finding;
C3806786,Tracheobronchial leiomyomatosis,Finding;
C3806866,"Rhabdosarcoma, embryonal",Finding;
C3807108,Thinned hair follicle epithelium,Finding;
C3807112,Lamellar body-like deposits in stratum corneum,Finding;
C3807365,Deep skin ulcers,Finding;
C3807605,Bullet-shaped phalanges,Finding;
C3808039,Nemaline bodies,Finding;
C3808406,Tubular cysts,Finding;
C3808467,Centrally placed hair whorl,Finding;
C3808622,Chronic thrombotic microangiopathy,Disease or Syndrome;
C3808631,"Acanthosis, mild",Finding;
C3808682,Mild muscle atrophy,Pathologic Function;
C3808685,Secondary myopathic changes,Finding;
C3808895,"Fifth toe duplication, well-formed",Finding;
C3808901,Tonus dysregulation,Finding;
C3808906,Small renal cysts,Finding;
C3808956,Foot process effacement,Finding;
C3809113,Golden-colored hair,Finding;
C3809276,Thin bones,Finding;
C3809586,Poor antibody response,Finding;
C3809693,Focal cystic changes,Finding;
C3809728,Alternating parakeratosis and orthokeratosis,Disease or Syndrome;
C3809765,No abnormalities,Finding;
C3809769,Herpetic lesions,Finding;
C3809836,Palmoplantar pits,Finding;
C3809839,Epidermal thinning,Finding;
C3809966,Collapsing FSGS,Finding;
C3809991,"IMMUNODEFICIENCY, COMMON VARIABLE, 10",Disease or Syndrome;
C3810009,Variable red blood cell size,Finding;
C3810102,Normal glomerular function,Finding;
C3810147,IMMUNODEFICIENCY 19,Disease or Syndrome;
C3810196,Bony destruction,Finding;
C3810288,Brownish-black macules on dorsa of hands and feet,Finding;
C3810307,Interstitial neutrophils and macrophages,Finding;
C3810308,Perivascular T lymphocytes,Finding;
C3810317,Small horn cysts,Finding;
C3810365,Central visual impairment,Disease or Syndrome;
C3810548,"VCAN wt Allele, Human",Gene or Genome;
C3810568,KRT14 wt Allele,Gene or Genome;
C3810570,KRT5 wt Allele,Gene or Genome;
C3810571,KRT72 wt Allele,Gene or Genome;
C3810721,"White County, AR",Geographic Area;
C3810939,MUPP gene,Gene or Genome;
C3811002,GLIDR gene,Gene or Genome;
C3811381,"Andrew County, MO",Geographic Area;
C3811653,Experimental Organism Basal Cell Carcinoma,Neoplastic Process;
C3811681,Callus formation,Biologic Function;
C3811894,Pixels per Inch,Quantitative Concept;
C3812244,Minimal Disseminated Disease,Finding;
C3812646,Drug Induced Cutaneous Vasculitis,Disease or Syndrome;
C3812652,"Brooks County, TX",Geographic Area;
C3812709,"Houston County, TX",Geographic Area;
C3812874,Endometrioid intraepithelial neoplasia,Neoplastic Process;
C3812881,Author,Professional or Occupational Group;
C3812899,Papillary carcinoma of the breast,Neoplastic Process;
C3813209,PROS1 wt Allele,Gene or Genome;
C3813607,Infantile Gastroesophageal Reflux,Finding;
C3813995,"Green County, KY",Geographic Area;
C3814152,Tumor Results Domain,Intellectual Product;
C3814418,Glutathione S-Transferase Mu,"Amino Acid, Peptide, or Protein;Enzyme;"
C3814421,"Fulton County, PA",Geographic Area;
C3815103,MRLN gene,Gene or Genome;
C3815112,Chronic Decubitus,Finding;
C3816957,Seventy,Quantitative Concept;
C3820518,inner wall zone,Cell Component;
C3820623,growth factor complex,Cell Component;
C3820625,Keratohyalin granule,Cell Component;
C3820710,"Occlusion Bodies, Viral",Cell Component;
C3820746,Viral Replication Compartments,Cell Component;
C3820816,quiescence,Cell Function;
C3820856,monocyte proliferation,Cell Function;
C3820901,ganglion formation,Organ or Tissue Function;
C3820983,H3K27me3 modified histone binding,Molecular Function;
C3821134,Y-shaped link,Cell Component;
C3821163,left tetrad,Cell Component;
C3821167,cyst wall,Cell Component;
C3821168,left nucleus,Cell Component;
C3821169,right nucleus,Cell Component;
C3821172,lateral cell cortex,Cell Component;
C3821173,sequestering of iron ion,Biologic Function;
C3821205,adhesive disc,Cell Component;
C3821257,obsolete lobed nucleus,Cell Component;
C3821314,mucin granule,Cell Component;
C3821327,cell-cell adhesion,Cell Function;
C3822131,melanocyte apoptotic process,Cell Function;
C3822293,hydrogen biosynthetic process,Biologic Function;
C3822876,response to fluoride,Organism Function;
C3823112,acidogenesis,Molecular Function;
C3824274,neurite extension,Cell Function;
C3824816,Dismemberment,Finding;
C3825367,Spireas,Plant;
C3825488,Yeast fungi,Fungus;
C3825620,Subsidies,Governmental or Regulatory Activity;
C3825660,Sound production by animals,Individual Behavior;
C3825673,Skeletally Mature,Finding;
C3825801,Poxvirus diseases,Disease or Syndrome;
C3825912,Nuclear reactions,Natural Phenomenon or Process;
C3825963,Middle-aged men,Age Group;
C3825987,Mâeniáere's disease,Disease or Syndrome;
C3826013,Medical offices,Manufactured Object;Health Care Related Organization;
C3826020,Medical emergencies,Pathologic Function;
C3826143,Imitation,Social Behavior;
C3826300,Fungal cell walls,Cell Component;
C3826627,Bursae mucosae,"Body Part, Organ, or Organ Component;"
C3826770,Older people,Population Group;
C3826972,Paneth Cell-Like Change,Finding;
C3827051,HyperAcute Renal,Pharmacologic Substance;Immunologic Factor;
C3827244,Scattered Microscopic Foci,Finding;
C3827384,Philips Pinnacle,Manufactured Object;
C3827420,Wrong,Qualitative Concept;
C3827588,VFQ25-Self Administered Format - Difficulty Recognizing People You Know,Intellectual Product;
C3827682,Useful,Qualitative Concept;
C3827754,Tumor Infiltrating Macrophages,Cell;
C3827785,"Treasure County, MT",Geographic Area;
C3827791,Transition Zone-Like,Finding;
C3827806,Tortuous colon,Disease or Syndrome;
C3827829,Time-Consuming,Qualitative Concept;
C3827857,Targetoid Lesion,Finding;
C3827912,Stranded Seed Implant,Medical Device;
C3827940,Stem Cell Isolation,Laboratory Procedure;
C3827992,Some of the time,Finding;
C3828004,Slice Number,Quantitative Concept;
C3828018,Single Chamber Power Injector,Manufactured Object;
C3828035,"Shawano County, WI",Geographic Area;
C3828314,Roche Diagnostics,Organization;
C3828338,Reprogram,Activity;
C3828340,Repeat the Memory Phrase,Intellectual Product;
C3828416,Radiation Damage,Disease or Syndrome;
C3828706,Oncoplastic Partial Mastectomy/Lumpectomy with Oncoplastic Closure,Therapeutic or Preventive Procedure;
C3828709,Oncogenicity,Clinical Attribute;
C3828780,Not Answered,Qualitative Concept;
C3828842,Nearly,Qualitative Concept;
C3828878,Mushroom-Shaped Lesion,Finding;
C3828884,Mucin-Depleted Foci of the Mouse Intestinal Tract,Disease or Syndrome;
C3828975,Monocytes to Macrocytes Ratio Measurement,Laboratory Procedure;
C3828980,Molecular Density,Conceptual Entity;
C3829074,Micronization,Laboratory Procedure;
C3829112,Methylome,Qualitative Concept;
C3829129,Meningeal Cell Count,Laboratory Procedure;
C3829151,"McLeod County, MN",Geographic Area;
C3829227,Macrovessel Density,Qualitative Concept;
C3829290,"Lewis, Rat Strain",Mammal;
C3829311,Lauren Classification,Classification;
C3829377,Kinome Response Profile,Clinical Attribute;
C3829447,July,Qualitative Concept;
C3829460,"Jennings County, IN",Geographic Area;
C3829466,January,Qualitative Concept;
C3829578,Hypoechoic Focus,Finding;
C3829661,Hot Lesion,Finding;
C3830051,"Garland County, AR",Geographic Area;
C3830105,Flare-up,Finding;
C3830127,Filling Method,Laboratory Procedure;
C3830290,Explanted Medical Device,Finding;
C3830308,Epstein-Barr Virus Early RNA,"Nucleic Acid, Nucleoside, or Nucleotide;"
C3830314,Enhancing Lesion,Finding;
C3830340,"Edgar County, IL",Geographic Area;
C3830358,"East Baton Rouge Parish, LA",Geographic Area;
C3830376,Ductopenia,Finding;
C3830377,Ductal or Ductular Proliferation,Finding;
C3830395,Dried Blood Spot,Body Substance;
C3830425,Distress over Physical Problem with Tingling in Hands or Feet,Intellectual Product;
C3830465,Dissolution Mixing,Laboratory Procedure;
C3830527,Detectable,Clinical Attribute;
C3830528,Destroyed Medical Device,Finding;
C3830546,Degenerated Leukocyte Count,Laboratory Procedure;
C3830620,Cytoplasmic Basophilia Neutrophil Count,Laboratory Procedure;
C3831015,Convenient,Qualitative Concept;
C3831034,Concentric Fibrosis of Intrahepatic Duct,Finding;
C3831074,Clinical Variant,Qualitative Concept;
C3831085,Claudin-Low,Laboratory or Test Result;
C3831118,Childbearing Potential,Clinical Attribute;
C3831140,"Charles County, MD",Geographic Area;
C3831156,Cell Pellet,Body Substance;
C3831191,Car Ride,Activity;
C3831239,"Butts County, GA",Geographic Area;
C3831270,Breast Fibroglandular Tissue,Tissue;
C3831279,Branch Duct,"Body Part, Organ, or Organ Component;"
C3831289,"Boundary County, ID",Geographic Area;
C3831293,Bothered Some,Intellectual Product;
C3831448,August,Qualitative Concept;
C3831462,"Assumption Parish, LA",Geographic Area;
C3831536,Animal-based Natural Product,Biologically Active Substance;
C3831569,ALK Break Apart FISH Probe Kit,Manufactured Object;
C3831579,Alcohol/Polyethylene Glycol-based Cytology Fixative,"Indicator, Reagent, or Diagnostic Aid;"
C3831597,Adrenal androgen excess,Finding;
C3831601,Adipose Tissue Deposition,Finding;
C3832905,Breo,Organic Chemical;Pharmacologic Substance;
C3838709,Serous intraepithelial carcinoma,Neoplastic Process;
C3838808,"Chondrosarcoma, grade 3",Neoplastic Process;
C3838813,BRAF inhibitor (product),"Amino Acid, Peptide, or Protein;Pharmacologic Substance;"
C3838879,Tubulolobular carcinoma,Neoplastic Process;
C3838913,Proliferative spindle cell nodule,Cell or Molecular Dysfunction;
C3838947,Invasive micropapillary carcinoma of breast,Neoplastic Process;
C3838951,"Chondrosarcoma, grade 2",Neoplastic Process;
C3838970,Post-radiation osteosarcoma,Neoplastic Process;
C3839062,"Perivascular epithelioid tumor, malignant",Neoplastic Process;
C3839098,Deoxyribonucleic acid extraction technique,Molecular Biology Research Technique;
C3839099,Medullary-like carcinoma,Neoplastic Process;
C3839174,Seromucinous adenofibroma,Neoplastic Process;
C3839184,Papillary Serous Cystadenocarcinoma,Neoplastic Process;
C3839280,High grade serous carcinoma,Neoplastic Process;
C3839292,Villoglandular carcinoma,Neoplastic Process;
C3839308,Palmar/plantar type fibromatosis,Neoplastic Process;
C3839348,Staining technique,Research Activity;
C3839366,Perimenopausal state,Finding;
C3839409,Morphologic diagnosis,Qualitative Concept;
C3839433,Hybrid nerve sheath tumor,Neoplastic Process;
C3839509,Cone beam CT imaging - action,Diagnostic Procedure;
C3839547,Acute serositis,Disease or Syndrome;
C3839550,Population of cells in portion of fluid,Anatomical Structure;
C3839588,Neoplasm of uterus affecting pregnancy,Pathologic Function;
C3839618,Non-vascular stent,Medical Device;
C3839681,Seromucinous borderline tumor,Neoplastic Process;
C3839745,Syringomatous tumor of nipple,Neoplastic Process;
C3839767,Pleomorphic hyalinizing angiectatic tumor,Neoplastic Process;
C3839822,DICER1 syndrome,Neoplastic Process;
C3839852,Primary hyperaldosteronism due to aldosterone-secreting malignant neoplasm of adrenal gland,Neoplastic Process;
C3839955,"Ossifying fibromyxoid tumor, malignant",Neoplastic Process;
C3839984,Congenital longitudinal septate vagina,Congenital Abnormality;
C3840171,Seromucinous cystadenoma,Neoplastic Process;
C3840172,Papillary proliferation,Cell or Molecular Dysfunction;
C3840252,Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma,Neoplastic Process;
C3841523,Structure of dorsum of left hand,Body Location or Region;
C3841647,Slightly worse,Finding;
C3841905,Not Very Much,Finding;
C3842079,Sluggish,Finding;
C3842349,Visible blood,Finding;
C3842396,No difference,Finding;
C3842653,Walk Fast or Briskly for Exercise,Intellectual Product;
C3843412,Something else,Finding;
C3843505,Deeply,Finding;
C3844126,Can Do Very Little,Finding;
C3844738,No Response - Disease Response,Finding;
C3848561,ferric cation,Pharmacologic Substance;Inorganic Chemical;
C3848663,MOISTURIZER,Biomedical or Dental Material;
C3849441,"O,O'-(2,2'-biphenylene)dithiophosphate pentyl",Organic Chemical;Pharmacologic Substance;
C3849973,4-(4-cyanophenyl)-2-(2-cyclopentylidenehydrazinyl)thiazole,Organic Chemical;Pharmacologic Substance;
C3849991,Glandular Epithelial Cells,Cell;
C3850031,College Sororities,Organization;
C3850077,Drug Liberation,Natural Phenomenon or Process;
C3850079,Cytoreductive Surgery,Therapeutic or Preventive Procedure;
C3850089,Eosinophil Extracellular Traps,Cell Component;
